title,category,sub_category,price,sale_price,country,alcohol,volume,brand,url,scrapped_time,desc_1,desc_2,desc_3
Ciroc Vodka 750ML,Vodka,Imported Vodka,"7,900","7,180",France,40%,750ML,Ciroc,https://liquorworld.com.np/product/ciroc-vodka-750ml/,2023-09-25,"Ciroc Vodka is a truly modern vodka, inspired by more than a century of wine-making expertise and craftsmanship filled with flavour and style. This ultra-premium vodka distilled from fine French grapes and the fifth distillation that gives Ciroc a distinctive flavour with an exceptionally fresh, smooth and fruity taste. The perfect accompaniment for every celebration.",Best served straight or on the rocks and also perfect in some of your favourite cocktails.,
Belvedere Pomarancza Vodka 700ML,Vodka,Imported Vodka,"7,728","7,190",Poland,40%,700ML,Belvedere,https://liquorworld.com.np/product/belvedere-pomarancza-vodka-700ml/,2023-09-25,"Belvedere Pomarancza is an Orange flavoured vodka, distilled using ripe Spanish mandarin oranges, Moroccan oranges and their blossoms and limes from South East Spain. Belvedere Pomarancza Orange Vodka is processed using only real fruit, delicately bringing out the vibrant flavours from fruit peels, whole fruits and flowers combined with the super-premium Belvedere Vodka.","It represents the escalation of the polish vodka making tradition, distilled to create the perfect balance of character and purity, Belvedere Vodka is the true expression of luxury vodka.",
Belvedere Citrus Vodka 700ML,Vodka,Imported Vodka,"7,730","7,265",Poland,40%,700ML,Belvedere,https://liquorworld.com.np/product/belvedere-citrus-vodka-700ml/,2023-09-25,"Belvedere Citrus Vodka is the world’s first premium vodka of Poland. By soaking fresh fruit directly in the vodka, Belvedere ensures that the vibrant flavors from fruit, peels and flowers are delicately extracted. The three separate blends of citrus peels, Italian and Argentine lemons, and Mexican limes, with no artificial flavors or added sugar, delivers a refreshing bright and natural lemon and lime taste to the vodka.",Nose: Fresh and aromatic with a refreshing fragrance of crisp citrus with baked key lime notes.,"Palate: Complex and well-balanced. Crisp, clean, inviting with the lemon and lime notes seamlessly integrated."
Royal Musk Sauvignon Blanc 750ML,Wine,White Wine,"1,500","1,455",Australia,12.9%,750ML,Royal Musk,https://liquorworld.com.np/product/royal-musk-sauvignon-blanc-750ml/,2023-09-25,Colour: Light green hues.,Nose: Aromas of passion-fruit and gooseberry with sweet pea notes.,"Palate: Fresh, crisp and juicy fruits persisting on the finish."
Banrock Station Pink Moscato 750ML,Wine,Rose Wine,"2,197","1,980",Australia,6%,750ML,Banrock Station,https://liquorworld.com.np/product/banrock-station-pink-moscato-750ml/,2023-09-25,Banrock Station Pink Moscato is an Australian rose wine displays fresh melon and grapefruit aromas with sweet lemon and tropical fruit flavours.,"This wine has fresh, floral aromatic notes with a touch of sherbet and musk. On the palate, fresh melon and sweet floral characteristics are present. The natural fruit sweetness is balanced with the fresh acid finish and the gentle spritz gives the wine a refreshing finish.",
Lindeman’s Porphyry Sweet White 750ML,Wine,White Wine,"1,850","1,720",Australia,9%,750ML,Lindeman’s,https://liquorworld.com.np/product/lindemans-porphyry-sweet-white-750ml/,2023-09-25,"A fruit, sweet luscious white wine made from several grape varieties sourced from diverse vineyard regions and blended to attain a consistent standard of quality, flavour and sweetness.","This sweet white possesses hints of floral notes, sweet fruits and a pleasant finish. Suits a wide range of dessert dishes.",
Jacob’s Creek Sauvignon Blanc 750ML,Wine,White Wine,"1,875","1,745",Australia,12%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-sauvignon-blanc-750ml/,2023-09-25,"A classic Australian white wine, a crisp, refreshing Sauvignon Blanc that is a perfect accompaniment to all occasions.",Nose: The nose is lifted and fragrant with passionfruit and varietal asparagus.,Palate: Tropical and herbacious flavours and a delightful crisp finish.
Drostdy Hof Chardonnay 750ML,Wine,White Wine,"2,530","2,350",South Africa,13.5%,750ML,Drostdy Hof,https://liquorworld.com.np/product/drostdy-hof-chardonnay-750ml/,2023-09-25,Colour: Light straw colour with green tinges.,"Nose: Tropical fruit, citrus and lime with oak spice.","Palate: Rich, smooth and creamy with well-integrated fruit flavours and a hint of spice."
Canvas Sweet White 750ML,Wine,Domestic Wine,895,835,Nepal,10%,750ML,Canvas,https://liquorworld.com.np/product/canvas-sweet-white-750ml/,2023-09-25,Canvas Sweet White Wine is a product fermented & developed from pure grapes.,"Wine is gently fruity, aromatic & soft taste note with a pale golden color.",Canvas wine is a blend of intense palate & fun to try with snacks & light preparation.
Canvas Sweet Red 750ML,Wine,Domestic Wine,895,835,Nepal,10%,750ML,Canvas,https://liquorworld.com.np/product/canvas-sweet-red-750ml/,2023-09-25,Canvas Sweet Red Wine is luscious bouquet of grape fruit & spices with distinct oak flavor.,"A smooth tasting wine, sensitively balanced & drinkable.",Syrah grapes fruit wine has been aged which implants an extra smoothness and oaky notes to the wine.
Bottega Rose Gold Spumante 750ML,Wine,Prosecco,"5,900","5,490",Italy,11.5%,750ML,Bottega,https://liquorworld.com.np/product/bottega-rose-gold-spumante-750ml/,2023-09-25,Bottega Rose Gold is a Brut rosé sparkling wine obtained through vinification of Pinot Nero grapes.,"Colour: Brilliant, subtle pink color, fine and persistent perlage.","Nose: Intense, elegant, complex, characterized by floral and fruity notes, mainly mixed berries, currants and wild strawberries."
Vigna Di Pallino Chianti DOCG 750ML,Wine,Red Wine,"3,240","3,000",Italy,13.5%,750ML,Vigna Di Pallino,https://liquorworld.com.np/product/vigna-di-pallino-chianti-docg-750ml/,2023-09-25,Sangiovese 100%,VESPER WINES,Colour: Intense ruby red.
Vesper Sauvignon Blanc DOC 750ML,Wine,White Wine,"2,575","2,395",Italy,13%,750ML,Vesper,https://liquorworld.com.np/product/vesper-sauvignon-blanc-doc-750ml/,2023-09-25,Sauvignon Blanc,Colour: Brilliant pale yellow colour with green hues.,"Nose: Characteristic bouquet of herbs, elderflowers, gooseberry, sage, mint and tomato leaf notes."
Bottega Petalo Moscato Trevenezie 750ML,Wine,White Wine,"2,300","2,140",Italy,9%,750ML,Bottega,https://liquorworld.com.np/product/bottega-petalo-moscato-trevenezie-750ml/,2023-09-25,"Moscato is the aromatic vine par excellence. Its name derives from “muscum”, meaning musk. With its explosive yet elegant bouquet, the still version of Vino dell’Amore Petalo Moscato Bottega is characterized by moderate sweetness, quite low alcohol content, and an intense, characteristic aroma which is released at every sip.",Colour: Strong yellow with golden reflexes.,"Nose: Ample and characteristic, with notes of apricot, white peach, citrus and exotic fruit."
Vesper Merlot 750ML,Wine,Red Wine,"2,370","2,200",Italy,13.5%,750ML,Vesper,https://liquorworld.com.np/product/vesper-merlot-750ml/,2023-09-25,Merlot,"Ruby red wine, its scent is strong, balanced and pleasant.",It is excellent combined with red meat and aged cheese.
Alexander Pure Grain Vodka 700ML,Vodka,Imported Vodka,"6,950","6,535",Italy,38%,700ML,Alexander,https://liquorworld.com.np/product/alexander-pure-grain-vodka-700ml/,2023-09-25,"Alexander Vodka is made in a completely natural way with pure alcohol from cereal grains, enriched with pure water from the Alps. This vodka is produced by fermenting an infusion of sugars obtained from pure grain only, a noble raw material that leads to a distillate with a strong character.","It is obtained through five distillation phases, allowing to extract the aromatic characteristics from the raw material and leading to a rich and complex distillate. Then, finally enriched by blending it with water from the Alps, and filtered to eliminate impurities which may alter its organoleptic profile.",Colour: Crystal clear.
San Soju 300ML,Liqueur,Liqueur, 170,N/A,Nepal,17.12%,300ML,San Soju,https://liquorworld.com.np/product/san-soju-300ml/,2023-09-25,"Soju is a traditional drink of Korea. Rich in natural minerals, Soju is well known for its simple and soft tang.","Soju tastes like vodka, but doesn’t have the harsh alcohol burn, thanks to having around half the percentage of alcohol.","It’s consumed chilled and neat, straight with food, and also mixed into cocktails."
Jagermeister 1L x 2 Bottles + Football Free,Liqueur,Liqueur,"14,800","13,460",Germany,35%,1000ML x 2 Bottles,Jagermeister,https://liquorworld.com.np/product/jagermeister-1l-x-2-bottles-football-free/,2023-09-25,"Jägermeister is the most successful liqueur brand world-wide and ranks on seventh place in the leading Impact International ranking of the international premium spirits. It started with the foundation of the family-owned company in Wolfenbüttel in 1878. 1934 Curt Mast created the secret recipe for Jägermeister, which has remained unchanged since then. Jägermeister herb liqueur is a secret recipe of 56 herbs, roots and fruits. They combine to create a smooth, rich flavour, with a distinctive bitter sweet finish.","Every drop of Jägermeister comes from one of the 445 Oak barrels that live in the factory cellar. In the darkness of their depths, the macerates are left to blend and mature for up to a year until they become liquid German perfection. It has 5 distinct notes; sweet, bitter, fruity, spicy and aromatic.",Best served as an ice-cold shot.
Cellini Sambuca 700ML,Liqueur,Liqueur,"6,000","5,640",Italy,40%,700ML,Cellini,https://liquorworld.com.np/product/cellini-sambuca-700ml/,2023-09-25,"Sweet and intense, this liqueur has a unique taste enriched by an intense flavor of anise with gentle floral scents.","Anise is an aromatic plant, native of the Middle East. The star anise variety, whose name comes from the star shape of its fruits, is richer in fragrant compounds and therefore particularly suited for the production of this liqueur.","Its essential oil is the precious main ingredient for Cellini Sambuca. When mixed with alcohol, water and sugar, it creates a dense, velvety liqueur with a great character, appreciated both for its pleasant taste and for its refined bouquet."
Suntory Special Reserve Japanese Whisky 700ML,Japanese-Liquor,Japanese Liquor,"9,000","8,550",Japan,Blended Whisky,700ML,Suntory,https://liquorworld.com.np/product/suntory-special-reserve-japanese-whisky-700ml/,2023-09-25,40%,Released in 1969 to celebrate the 70,anniversary of the company ‘Suntory’.
Calvet Varietals Chardonnay 750ML,Wine,White Wine,"1,875","1,745",France,13%,750ML,Calvet,https://liquorworld.com.np/product/calvet-varietals-chardonnay-750ml/,2023-09-25,"Calvet Varietals Chardonnay is a white wine from France with a very expressive bouquet revealing floral, creamy an exotic aroma on the nose. It’s got a palate of a plump, full and lively wine and prettily balanced. The wine making process; A light settling and racking which produces extra fattiness and complexity. Fermentation at 16-18°C.",Colour: A yellow colour with golden highlights.,"Nose: A very expressive bouquet revealing floral, creamy an exotic aroma."
Bottega White Gold Spumante DOC 750ML,Wine,Prosecco,"5,900","5,490",Italy,11%,750ML,Bottega,https://liquorworld.com.np/product/bottega-white-gold-spumante-doc-750ml/,2023-09-25,"Bottega White Gold is a Venezia DOC wine obtained from the vinification of Glera, Chardonnay and Pinot grapes. With its great character, this Brut sparkling wine is fresh and elegant, representing an expression of the territory where grapes are grown, among the provinces of Treviso and Venice.","Colour: Straw yellow with gold reflexes, fine and persistent perlage.","Nose: Elegant and refined, it is characterized by fruity hints (mainly apple and peach), delicate floral aromas (hawthorn above all), with a finish of honey notes and a special aromaticity reminding of dried fruit."
Bottega Merlot IGT Trevenezie 750ML,Wine,Red Wine,"2,300","2,140",Italy,12.5%,750ML,Bottega,https://liquorworld.com.np/product/bottega-merlot-igt-trevenezie-750ml/,2023-09-25,"The wines with the geographical indication “TREVENEZIE” owe their name to “Tre Venezie” or “Le Venezie”, a territory that includes Veneto and Friuli Venezia-Giulia regions. This area has an ancient winemaking tradition. Merlot is an international red grape and is currently the most widely planted grape variety in the world because it adapts well to any climate and soil.",Colour: Ruby red.,"Nose: Full, mellow with hints of blueberry, violet, blackcurrant and classic notes of undergrowth and humus. Slightly aromatic spices such as oregano and thyme evolve into balsamic notes."
