title,category,sub-category,price,sale_price,in_stock,country,volume,alcohol,brand,url,scrapped_time,desc_1,desc_2,desc_3
Old Durbar Reserve 750ML + 1 Glass Free,Offers,Offers,"Rs. 2,720",N/A,1,Nepal,750ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-reserve-750ml-1-glass-free,2023-09-24,Get 1 exclusive glass free with each bottle!,Offer valid only till stocks last.,~~~~
Hendrick's Gin 700ML,Gin,Imported Gin,"Rs. 9,535",N/A,1,Scotland,700ML,41.4%,Hendrick's,https://cheers.com.np/liquor/product/hendricks-gin-700ml,2023-09-24,The iconic medicine bottle shape of the Hendrick's Gin lets you know that you're in for a quality Gin experience and with Hendrick's you get an unexpected infusion of cucumber & rose petals that results in a most iconic Gin.,Mix with Indian tonic water for the classic G&T and use in your next martini.,
The Botanist Islay Dry Gin 700ML,Gin,Imported Gin,"Rs. 9,215",N/A,0,Scotland,700ML,46%,The Botanist,https://cheers.com.np/liquor/product/the-botanist-islay-dry-gin-700ml,2023-09-24,"The Botanist is an artisanal gin developed by the distillery of Bruichladdich, on the Isle of Islay.","It is distinguished from other gins through its use of 31 aromatic ingredients in its composition, as opposed to 6 to 12 in a classic gin. These 31 ingredients contain a mix of 22 plants (berries, petals and leaves) from the Isle of Islay.",COLOR: Transparent crystalline.
Tenjaku Japanese Craft Gin 700ML,Gin,Imported Gin,"Rs. 7,190",N/A,1,Japan,700ML,37.5%,Tenjaku,https://cheers.com.np/liquor/product/tenjaku-japanese-craft-gin-700ml,2023-09-24,"Tenjaku Gin combines a distillation composed of more than 10 Western botanicals with a distinct Japanese essence: fresh, seasonal peaches from the Yamanashi region, sansho pepper, with a unique zest not found in Eastern spices, yuzu, with its aroma evocative of Japan, and green tea, with its appealing astringent and herbal aroma. Together, these flavors create a botanical gin with one-of-a-kind, authentic taste.","Botanicals include: juniper, orange peel, yuzu, sansho pepper, angelica root, cassia bark, green tea, and peach juice.",
Tanqueray London Dry Gin 1L,Gin,Imported Gin,"Rs. 8,000",N/A,0,England,1000ML,47.3%,Tanqueray,https://cheers.com.np/liquor/product/tanqueray-london-dry-gin-1l,2023-09-24,"A blend of the purest four-times-distilled spirit and a hand picked selection of four botanicals, Tanqueray London Dry Gin offers uniquely balanced gin experience.","Said to have been Frank Sinatra’s preferred gin, Tanqueray London Dry’s edge and sophistication have long made it a favourite with the stars in fashion, film and music.",
Sipsmith London V.J.O.P. Gin 700ML,Gin,Imported Gin,"Rs. 9,950",N/A,1,England,700ML,57.7%,Sipsmith,https://cheers.com.np/liquor/product/sipsmith-london-v-j-o-p-gin-700ml,2023-09-24,"Imagine the botanicals as components in an orchestra; here we have taken the lead instrument, juniper, and amplified its presence in the ensemble, then raised the decibels by increasing the proof alcohol.",The result is our very own symphony in 'J' major: V.J.O.P - Very Junipery Over Proof gin.,NOSE: Junipery pine and cedarwood dominate with hints of zesty orange.
Sipsmith London Sloe Gin 500ML,Gin,Imported Gin,"Rs. 7,000",N/A,1,England,500ML,29%,Sipsmith,https://cheers.com.np/liquor/product/sipsmith-london-sloe-gin-500ml,2023-09-24,"Each bottle of this limited edition has been hand-crafted with skill, care and an almost fetishistical love.","First we distill our award-winning London Dry Gin on our copper stills. Then we leave it to rest on wild sloe berries, picked in the fall. The result is a truly handmade sloe gin that is subtle, complex and bursting with flavor.",NOSE: Gorgeous redcurrant and ripe winter fruits with stone-fruit almond.
Sipsmith London Dry Gin 700ML,Gin,Imported Gin,"Rs. 7,800",N/A,1,England,700ML,41.6%,Sipsmith,https://cheers.com.np/liquor/product/sipsmith-london-dry-gin-700ml,2023-09-24,"A particularly dry gin with a zesty, citrus finish.","The quintessential expression of a classic, traditional London Dry Gin. Bold, complex and aromatic – smooth enough for a Martini, yet rich and balanced, perfect for a G&T.","NOSE: Floral, summer meadow notes, followed by mellow rounded juniper and zesty, citrus freshness."
London Hill Premium Pink Gin 700ML,Gin,Imported Gin,"Rs. 4,700",N/A,1,England,700ML,40%,London Hill,https://cheers.com.np/liquor/product/london-hill-premium-pink-gin-700ml,2023-09-24,"London Hill Premium Pink Gin is made to a traditional recipe, in a copper pot still called ‘","’, from a blend of",","
London Hill London Dry Gin 700ML,Gin,Imported Gin,"Rs. 4,700",N/A,1,England,700ML,40%,London Hill,https://cheers.com.np/liquor/product/london-hill-london-dry-gin-700ml,2023-09-24,London Hill is an incredibly smooth and refined award winning gin with elegant citrus notes from the addition of lemon and sweet orange peel.,These are combined with a subtle blend of select botanicals sourced from all over the world:,"from Italy and the Balkans,"
Larios London Dry Gin 700ML,Gin,Imported Gin,"Rs. 4,900",N/A,1,Spain,700ML,37.5%,Larios,https://cheers.com.np/liquor/product/larios-london-dry-gin-700ml,2023-09-24,Our unique blend of wild juniper berries gives Larios Dry its signature flavor filled with delicate citrus aromas that linger like laughter on a gentle evening breeze.,"Thanks to its carefully crafted process of double distillation in copper stills, rounded off with the crisp taste of sun-ripened oranges and lemons, every time you enjoy a Larios Gin & Tonic you'll find it hard not to reminisce about the Mediterranean, its sun-kissed beaches, its warm breezes, its evocative sunsets...","Light, fruity with a touch of spices."
Edinburgh Classic London Dry Gin 700ML,Gin,Imported Gin,"Rs. 6,600",N/A,1,Scotland,700ML,43%,Edinburgh,https://cheers.com.np/liquor/product/edinburgh-classic-london-dry-gin-700ml,2023-09-24,"Edinburgh Gin Classic is a distillation of the legendary city, with Edinburgh present in every sip. Heady notes of pine buds and lavender that grow in our lush, green parks, the darkness of the mulberries that echo the cities gothic surroundings and the effervescence of citrus fruits, once exported from warmer climates through the city’s bustling docks.","Enjoy how you like. We drink it with tonic, a twist of orange, lots of ice –and lots of friends.",Clean and fresh with spiced notes.
Bulldog London Dry Gin 750ML,Gin,Imported Gin,"Rs. 6,420",N/A,1,England,750ML,40%,Bulldog,https://cheers.com.np/liquor/product/bulldog-london-dry-gin-750ml,2023-09-24,"Bulldog Gin is defiantly delicious. The balanced flavour and crisp character of Bulldog Gin is infused with 12 of the rarest, most distinctive botanicals, including Dragon Eye (cousin of the Lychee), French lavender, Italian juniper, Asian lotus leaves, Turkish white poppy and Chinese liquorice.","Every batch is quadruple distilled in traditional copper pots at one of the world’s finest gin distilleries that has been producing gin since 1761, crafting Bulldog into one of the world’s smoothest, most mixable gins.",
Bombay Sapphire Distilled London Dry Gin 750ML,Gin,Imported Gin,"Rs. 8,400",N/A,1,England,750ML,47%,Bombay Sapphire,https://cheers.com.np/liquor/product/bombay-sapphire-distilled-london-dry-gin-750ml,2023-09-24,"The incomparable taste of Bombay Sapphire is the result of ten carefully selected botanical ingredients: almond, lemon peel, liquorice, juniper berries, orris root, angelica, coriander, cassia, cubeb, and grains of paradise, coupled with a unique distillation process.","Considered one of the worlds true icon Gin's, it is the perfect way to begin the legendary cocktails, the Martini and the G&T.",
Bombay Bramble Distilled Gin 700ML,Gin,Imported Gin,"Rs. 11,000",N/A,1,England,700ML,37.5%,Bombay Sapphire,https://cheers.com.np/liquor/product/bombay-bramble-distilled-gin-700ml,2023-09-24,The bold taste of Bombay Bramble is bursting with 100% natural flavours of freshly harvested blackberries and raspberries and No Added Sugar.,The vibrant colour makes it perfect for making colourful cocktails.,"Bombay Bramble is best enjoyed simply with tonic, poured over ice and garnished with a squeeze of lemon."
Blue Diamond 750ML,Gin,Domestic Gin,"Rs. 1,120",N/A,0,Nepal,750ML,34.2%,Blue Diamond,https://cheers.com.np/liquor/product/blue-diamond-750ml,2023-09-24,"Blue Diamond is an extra dry gin in the 40up segment. It is synonymous with quality, price and taste.",Infused with the fines botanical ingredients for a satisfying finish.,
Beefeater London Dry Gin 750ML,Gin,Imported Gin,"Rs. 5,305",N/A,0,England,750ML,47%,Beefeater,https://cheers.com.np/liquor/product/beefeater-london-dry-gin-750ml,2023-09-24,"Beefeater London Dry is one of the world's best selling gins, distilled in a traditional London Dry style that's beloved by bartenders and cocktail lovers in over 50 countries.",,
Beefeater 24 London Dry Gin 1L,Gin,Imported Gin,"Rs. 9,555",N/A,0,England,1000ML,N/A,Beefeater,https://cheers.com.np/liquor/product/beefeater-24-london-dry-gin-1l,2023-09-24,"Made in the heart of London from 12 hand-selected botanicals including Japanese Sencha and Chinese Green teas, Beefeater 24 is Master Distiller, Desmond Payne's, contribution to the Beefeater legacy: a sophisticated and modern interpretation to inspire top mixologists around the world to create contemporary cocktails.",,
Vogue Gin 750ML,Gin,Domestic Gin,"Rs. 1,200",N/A,1,Nepal,750ML,40%,Vogue,https://cheers.com.np/liquor/product/vogue-gin-750ml,2023-09-24,"Introducing the brand new Vogue Premium Gin – Sensually subtle and exceptionally smooth, Vogue is crafted with the choicest of botanicals to bring you the finest experience in Triple Distilled Gin.",,
Gordon's London Dry Gin 375ML,Gin,Imported Gin,"Rs. 2,530",N/A,1,England,375ML,43%,Gordon's,https://cheers.com.np/liquor/product/gordons-london-dry-gin-375ml,2023-09-24,Gordon's London Dry gin is carefully distilled using a secret recipe. The distinctively refreshing taste comes from the finest handpicked juniper berries and a selection of other botanicals. It's the taste that's made Gordon's the world's best-selling London Dry gin.,,
Blue Riband Gin 750ML,Gin,Domestic Gin,"Rs. 1,760",N/A,0,Nepal,750ML,40%,Blue Riband,https://cheers.com.np/liquor/product/blue-riband-gin-750ml,2023-09-24,The Blue Riband Gin brand was launched in 1959 in India and is one of the oldest and best selling Gins. Smooth blend of Gin.,,
Snowman Gin 750ML,Gin,Domestic Gin,"Rs. 2,400",N/A,1,Nepal,750ML,42.8%,Snowman,https://cheers.com.np/liquor/product/snowman-gin-750ml,2023-09-24,This handcrafted gin is distilled from a proprietary recipe in a traditional copper pot-still manufactured by John Dore & Company in 1903.,"The smooth and the complex taste of “Abominable Snowman” is the result of capturing the flavours of eight exotic hand selected botanicals including Juniper Berries from Macedonia, Lemon Peel from Spain, Coriander Seeds from Bulgaria, and Angelica Root from Belgium. These are combined with Liquorice from Nepal, Orris Root from Italy, Bitter Almonds from Greece and Cinnamon from Seychelles to deliver a perfectly balanced London Dry Gin.",
Gilbey's Special Dry Gin 1L,Gin,Imported Gin,"Rs. 6,500",N/A,1,England,1000ML,43%,Gilbey's,https://cheers.com.np/liquor/product/gilbeys-special-dry-gin-1l,2023-09-24,A classic juniper-led London Dry Gin from Gilbey's. The brand was founded in London in 1857 by brothers Walter and Albert Gilbey in the basement of a retail shop on Oxford Street.,"12 ingredients create a smooth, dry, refreshing gin with a hint of citrus and the freshness of a cottage garden. Because this is such an aromatic Gin, it works really well in Martinis.",
Gordon's London Dry Gin 1L,Gin,Imported Gin,"Rs. 6,700",N/A,1,England,1000ML,43%,Gordon's,https://cheers.com.np/liquor/product/gordons-london-dry-gin-1l,2023-09-24,Gordon's London Dry gin is carefully distilled using a secret recipe. The distinctively refreshing taste comes from the finest handpicked juniper berries and a selection of other botanicals. It's the taste that's made Gordon's the world's best-selling London Dry gin.,,
Beefeater London Dry Gin 1L,Gin,Imported Gin,"Rs. 6,675",N/A,0,England,1000ML,40%,Beefeater,https://cheers.com.np/liquor/product/beefeater-london-dry-gin-1l,2023-09-24,"Beefeater London Dry is one of the world's best selling gins, distilled in a traditional London Dry style that's beloved by bartenders and cocktail lovers in over 50 countries.",,
Suntory Roku Gin 700ML,Gin,Imported Gin,"Rs. 7,200",N/A,1,Japan,700ML,43%,Suntory,https://cheers.com.np/liquor/product/suntory-roku-gin-700ml,2023-09-24,~~ THE JAPANESE CRAFT GIN ~~,"In Japanese, Roku translates as the number six. Inside every bottle of Roku Gin, you will find six very special botanicals that are sourced in Japan.",These represent Suntory’s commitment to only use the best ingredients harvested from the best growing areas in Japan. Every aspect of Roku Gin is crafted by Japanese artisans with a centuries-old tradition of meticulous attention to detail.
Larios Rose Gin 700ML,Gin,Imported Gin,"Rs. 5,300",N/A,1,Spain,700ML,37.5%,Larios,https://cheers.com.np/liquor/product/larios-rose-gin-700ml,2023-09-24,Let the essence of the Mediterranean envelop you. Larios Rosé is the delicate result of four distillations and the blending of juniper with citrus fruits and the intense aroma of the strawberries of the Mediterranean.,"The subtlety of its rosy hue, inspired by the last sunbeams that light up the horizon, will fascinate you while the breeze caresses your skin.",Strawberry aroma with a touch of citrus.
Bottega Bacur Distilled Dry Gin 700ML,Gin,Imported Gin,"Rs. 6,950",N/A,1,Italy,700ML,40%,Bottega,https://cheers.com.np/liquor/product/bottega-bacur-distilled-dry-gin-700ml,2023-09-24,Distilled Dry Gin Bacûr owes its unique character to the botanicals used to produce it.,"Juniper berries, sage leaves and lemon zest are left to macerate in a solution of water and alcohol for a long time; after that, double distillation takes place, clearing the liquid from possible unwanted hints and leading to an elegant distillate with a fine, clean bouquet.","The final features of this Gin are deeply related to its components, and its quality and complexity depend not only on the quantity of plants used, but also on the conditions in which aromatic compounds are extracted from each of them."
Monkey 47 Schwarzwald Dry Gin 500ML,Gin,Imported Gin,"Rs. 9,880",N/A,1,Germany,500ML,47%,Monkey 47,https://cheers.com.np/liquor/product/monkey-47-schwarzwald-dry-gin-500ml,2023-09-24,"• Rare but True Admittedly, it appears somewhat eccentric to claim that a recipe for gin has the power to unite great British traditions, the exoticness of India, and the purity and nativeness of the Black Forest.","And yet it is precisely this eccentricity that defines the enigmatic character of Montgomery Collins, from whom our Schwarzwald Dry Gin originates.",• A good third of the 47 botanicals for this special gin come from the Black Forest and are definitely not what you would call typical gin flavorings!
Bombay Sapphire Distilled London Dry Gin 1L,Gin,Imported Gin,"Rs. 10,550",N/A,1,England,1000ML,47%,Bombay Sapphire,https://cheers.com.np/liquor/product/bombay-sapphire-distilled-london-dry-gin-1l,2023-09-24,"The incomparable taste of Bombay Sapphire is the result of ten carefully selected botanical ingredients: almond, lemon peel, liquorice, juniper berries, orris root, angelica, coriander, cassia, cubeb, and grains of paradise, coupled with a unique distillation process.","Considered one of the worlds true icon Gin's, it is the perfect way to begin the legendary cocktails, the Martini and the G&T.",
Old Durbar Black Chimney 750ML + 1 Glass Free,Offers,Offers,"Rs. 3,575",N/A,1,Nepal,750ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-black-chimney-750ml-1-glass-free,2023-09-24,Get 1 exclusive glass free with each bottle!,Offer valid only till stocks last.,~~~~
